,20161223_1_1.csv,20161223_1_2.csv,20161223_6_1.csv,20161223_6_3.csv,20161226_1_1.csv,20161226_4_1.csv,20161226_4_2.csv,20161227_2_1.csv,20161227_2_3.csv,20161227_5_1.csv,20180320_1_3.csv,20180320_2_1.csv,20180320_2_2.csv,sample1_8_4.csv
0,0.6769138029999999,0.7731428570000001,0.689009159,0.607553366,0.692307692,0.8645005179999999,0.712827988,0.426273458,0.688495575,0.790456432,0.21303258100000003,0.7043478259999999,0.829431438,0.45500848899999996
1,0.622436671,0.630857143,0.64029975,0.629934211,0.5619658120000001,0.6964285709999999,0.55393586,0.525469169,0.699130435,0.656207367,0.303738318,0.850746269,0.7703349279999999,0.491909385
2,0.625603865,0.56979405,0.598360656,0.677631579,0.721030043,0.616326531,0.5555555560000001,0.462365591,0.7591973240000001,0.531746032,0.193548387,0.9347826090000001,0.813953488,0.47402597399999996
3,0.710144928,0.562068966,0.612195122,0.663414634,0.679738562,0.585365854,0.58974359,0.403225806,0.748743719,0.5215686270000001,0.151898734,0.9090909090000001,0.797468354,0.34259259299999995
4,0.7876960190000001,0.801940639,0.63285834,0.782716049,0.701810437,0.713697219,0.742313324,0.664893617,0.676240209,0.724982982,0.254079254,0.816901408,0.7780429590000001,0.576736672
5,0.667068758,0.78196347,0.748743719,0.822075783,0.695095949,0.813407049,0.803519062,0.707446809,0.59751773,0.845303867,0.130653266,0.491803279,0.8657718120000001,0.523809524
6,0.7222222220000001,0.577625571,0.692307692,0.712871287,0.7423580790000001,0.642375169,0.645714286,0.45212766,0.785953177,0.565104167,0.193277311,0.433962264,0.8067226890000001,0.396226415
7,0.7153284670000001,0.5719178079999999,0.716049383,0.735,0.767741935,0.6510204079999999,0.692982456,0.35483871,0.809045226,0.57312253,0.17073170699999998,0.875,0.8,0.504950495
8,0.7424607959999999,0.616,0.74566474,0.71163575,0.6709265179999999,0.633152174,0.600877193,0.49003984100000003,0.706666667,0.60342556,0.18236472899999998,0.902061856,0.8766859340000001,0.46042003200000003
9,0.7889022920000001,0.6148571429999999,0.7721311479999999,0.676222597,0.736383442,0.6234817810000001,0.619318182,0.40957446799999997,0.808333333,0.599479844,0.234309623,0.7570093459999999,0.757322176,0.394984326
10,0.741545894,0.7597254,0.805042017,0.7027027029999999,0.735042735,0.839779006,0.85380117,0.718085106,0.795053004,0.864640884,0.19047619,0.580645161,0.7662337659999999,0.581081081
11,0.7427536229999999,0.74137931,0.747474747,0.805,0.7692307690000001,0.7805383020000001,0.842105263,0.688,0.773684211,0.78600823,0.152777778,0.739130435,0.7,0.567307692
12,0.8037439609999999,0.645714286,0.741287413,0.679245283,0.674646355,0.6104729729999999,0.681818182,0.430278884,0.500833333,0.612524462,0.19832985399999997,0.971830986,0.780793319,0.424100156
13,0.719806763,0.612571429,0.774193548,0.7015437390000001,0.735607676,0.595918367,0.7192982459999999,0.49202127700000003,0.7,0.64021164,0.261044177,0.854166667,0.864864865,0.459546926
14,0.7463768120000001,0.71395881,0.71043771,0.7869415809999999,0.8119658120000001,0.7307692309999999,0.859649123,0.712765957,0.7951388890000001,0.6912568309999999,0.23636363600000002,0.611111111,0.794392523,0.6
15,0.773722628,0.756849315,0.749367089,0.802083333,0.7870967740000001,0.8357588359999999,0.859649123,0.7580645159999999,0.77540107,0.8125,0.10769230800000001,0.75,0.7959183670000001,0.583333333
