,20161223_1_1.csv,20161223_1_2.csv,20161223_6_1.csv,20161223_6_3.csv,20161226_1_1.csv,20161226_4_1.csv,20161226_4_2.csv,20161227_2_1.csv,20161227_2_3.csv,20161227_5_1.csv,20180320_1_3.csv,20180320_2_1.csv,20180320_2_2.csv,sample1_8_4.csv
0,0.40639842299999995,0.303782506,0.25498008,0.458461795,0.639240506,0.319619439,0.655241935,0.119618797,0.36043360399999996,0.34717158600000003,0.039193729,0.598726115,0.582288884,0.09733777
1,0.40639842299999995,0.303782506,0.25498008,0.458461795,0.639240506,0.319619439,0.655241935,0.119618797,0.36043360399999996,0.34717158600000003,0.039193729,0.598726115,0.582288884,0.09733777
2,0.41267148299999995,0.30092527399999996,0.232781168,0.44130103299999995,0.571428571,0.322580645,0.682090477,0.133559067,0.36043360399999996,0.34890393700000005,0.043259327,0.397993311,0.6336354479999999,0.110158915
3,0.40639842299999995,0.303782506,0.25498008,0.458461795,0.639240506,0.319619439,0.655241935,0.119618797,0.36043360399999996,0.34717158600000003,0.039193729,0.598726115,0.582288884,0.09733777
4,0.38467853799999996,0.295388584,0.211285532,0.447386059,0.574193548,0.344150746,0.668503214,0.14271238,0.36043360399999996,0.371281331,0.027982327,0.7222222220000001,0.5395148670000001,0.148351648
5,0.38653431200000005,0.292553191,0.198741007,0.478724341,0.5519480520000001,0.328952455,0.6052327820000001,0.104906391,0.36917136899999997,0.317858353,0.027982327,0.7222222220000001,0.606084092,0.18699525399999997
6,0.37295812899999997,0.30112727699999997,0.204010462,0.47912697,0.563106796,0.310083397,0.559602649,0.134872825,0.35406698600000003,0.310810811,0.029755579,0.598726115,0.6407268420000001,0.17415917399999997
7,0.37631107700000005,0.286927918,0.191536748,0.462324615,0.54368932,0.314213198,0.629651506,0.10663372,0.35406698600000003,0.320899805,0.027982327,0.533980583,0.6232394370000001,0.19983347199999998
8,0.37631107700000005,0.286927918,0.191536748,0.462324615,0.54368932,0.314213198,0.629651506,0.10663372,0.35406698600000003,0.320899805,0.027982327,0.533980583,0.6232394370000001,0.19983347199999998
9,0.39349018,0.275609314,0.186463469,0.462324615,0.563106796,0.29887194699999997,0.617300769,0.11219671099999999,0.366889024,0.302697759,0.029755579,0.661442006,0.5813771520000001,0.19983347199999998
10,0.38653431200000005,0.292553191,0.198741007,0.478724341,0.5519480520000001,0.328952455,0.6052327820000001,0.104906391,0.36917136899999997,0.317858353,0.027982327,0.7222222220000001,0.606084092,0.18699525399999997
11,0.401958802,0.286927918,0.18947368399999998,0.45698045,0.54368932,0.311876248,0.682090477,0.17679255600000002,0.366889024,0.292895673,0.027982327,0.661442006,0.572732459,0.173884077
12,0.405500276,0.289763493,0.165048544,0.445522259,0.574193548,0.301929341,0.548812665,0.142492246,0.366889024,0.28716880699999997,0.027982327,0.467105263,0.6232394370000001,0.19983347199999998
13,0.38653431200000005,0.292553191,0.198741007,0.478724341,0.5519480520000001,0.328952455,0.6052327820000001,0.104906391,0.36917136899999997,0.317858353,0.027982327,0.7222222220000001,0.606084092,0.18699525399999997
14,0.381305512,0.284114802,0.198741007,0.467729292,0.540716612,0.286031042,0.58190709,0.17679255600000002,0.35406698600000003,0.302697759,0.027982327,0.533980583,0.58925144,0.135375905
15,0.40639842299999995,0.303782506,0.25498008,0.458461795,0.639240506,0.319619439,0.655241935,0.119618797,0.36043360399999996,0.34717158600000003,0.039193729,0.598726115,0.582288884,0.09733777
16,0.374622356,0.292621795,0.206285967,0.484316853,0.5519480520000001,0.305988928,0.642295049,0.10663372,0.366889024,0.27305333800000003,0.027982327,0.467105263,0.58925144,0.19983347199999998
17,0.384951499,0.278399709,0.16147947699999998,0.45698045,0.529411765,0.316291492,0.58190709,0.08992738800000001,0.366889024,0.305425318,0.027982327,0.467105263,0.523154427,0.186724411
18,0.37295812899999997,0.30112727699999997,0.204010462,0.47912697,0.563106796,0.310083397,0.559602649,0.134872825,0.35406698600000003,0.310810811,0.029755579,0.598726115,0.6407268420000001,0.17415917399999997
