,raw_f1_score,filtered_f1_score,raw_kappa,filtered_kappa
SelectFeature=T15_OneByOne=20161223_1_1.csv,0.6594202898550725,0.5748792270531401,0.267890736699526,0.22664459020569327
SelectFeature=T15_OneByOne=20161223_1_2.csv,0.6064073226544623,0.4965675057208238,0.16016000357549898,0.10913841991141426
SelectFeature=T15_OneByOne=20161223_6_1.csv,0.7138047138047139,0.6279461279461279,0.22277639235245228,0.1376374600922312
SelectFeature=T15_OneByOne=20161223_6_3.csv,0.7560137457044673,0.6254295532646048,0.43830030176983925,0.2885404750689725
SelectFeature=T15_OneByOne=20161226_1_1.csv,0.8290598290598291,0.7094017094017093,0.6341463414634146,0.45744680851063835
SelectFeature=T15_OneByOne=20161226_4_1.csv,0.6401098901098901,0.5535714285714286,0.2436333642643571,0.20524017467248912
SelectFeature=T15_OneByOne=20161226_4_2.csv,0.7251461988304092,0.5730994152046783,0.3880301530495698,0.23072656683305603
SelectFeature=T15_OneByOne=20161227_2_1.csv,0.6808510638297872,0.6382978723404256,0.09774436090225569,0.04468689284112992
SelectFeature=T15_OneByOne=20161227_2_3.csv,0.7604166666666666,0.7361111111111113,0.38772491989154556,0.3513513513513513
SelectFeature=T15_OneByOne=20161227_5_1.csv,0.6229508196721312,0.6147540983606558,0.19275028768699665,0.25293146877442885
SelectFeature=T15_OneByOne=20180320_1_3.csv,0.4000000000000001,0.42727272727272725,0.0665980971972231,0.07476635514018692
SelectFeature=T15_OneByOne=20180320_2_1.csv,0.8611111111111112,0.8611111111111112,0.7222222222222222,0.7222222222222222
SelectFeature=T15_OneByOne=20180320_2_2.csv,0.8130841121495327,0.8130841121495327,0.5731950538492221,0.5813771517996871
SelectFeature=T15_OneByOne=sample1_8_4.csv,0.5870967741935483,0.5419354838709678,0.17333333333333334,0.08543172941078692
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7342995169082126,0.6763285024154589,0.3730208993033566,0.33502744947618246
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.6887871853546911,0.5560640732265446,0.2709161391628637,0.15167707332692915
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7188552188552189,0.6279461279461279,0.23426427678199235,0.14189904694669964
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.752577319587629,0.6426116838487973,0.4393063583815029,0.30599889928453494
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8504273504273504,0.7051282051282052,0.6788990825688073,0.44799999999999995
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.6964285714285714,0.5851648351648352,0.2966583314389635,0.233015873015873
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.7309941520467838,0.5847953216374269,0.3955739972337483,0.2406654575020325
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.6914893617021277,0.648936170212766,0.11219671063344738,0.057286126728460784
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7604166666666666,0.7326388888888888,0.39458932488423104,0.3463805706201367
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.6584699453551912,0.6202185792349727,0.2563152248122501,0.2590229834833523
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.45454545454545453,0.45454545454545453,0.08358789225215213,0.08358789225215213
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.8611111111111112,0.8611111111111112,0.7222222222222222,0.7222222222222222
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8411214953271028,0.8411214953271028,0.5935195530726257,0.5935195530726257
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5806451612903226,0.4387096774193549,0.16160439377548474,-0.11918001493899921
SelectFeature=T15_OneByOne=20161223_1_1.csv,0.7415458937198067,0.6859903381642513,0.3627104013810962,0.3321420594147868
SelectFeature=T15_OneByOne=20161223_1_2.csv,0.7139588100686499,0.6018306636155606,0.2723361174386232,0.18932577082178348
SelectFeature=T15_OneByOne=20161223_6_1.csv,0.7474747474747475,0.6734006734006734,0.23398328690807801,0.18859315589353598
SelectFeature=T15_OneByOne=20161223_6_3.csv,0.8316151202749141,0.7800687285223368,0.5331499852666732,0.47989276139410186
SelectFeature=T15_OneByOne=20161226_1_1.csv,0.7735042735042735,0.7094017094017093,0.46464646464646464,0.39644970414201175
SelectFeature=T15_OneByOne=20161226_4_1.csv,0.7431318681318682,0.6634615384615384,0.31787389265242316,0.2914687048130552
SelectFeature=T15_OneByOne=20161226_4_2.csv,0.9122807017543859,0.8187134502923976,0.7177286233080225,0.5176962969702483
SelectFeature=T15_OneByOne=20161227_2_1.csv,0.6968085106382979,0.6808510638297872,-0.051412872841444246,0.09774436090225569
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7657004830917874,0.7004830917874396,0.40274844581932834,0.36296627205718124
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7231121281464531,0.5881006864988558,0.3124910610965922,0.1775235784939041
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7373737373737375,0.6464646464646465,0.2519616390584133,0.15754923413566735
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8109965635738832,0.711340206185567,0.5189793526282571,0.3844061650045332
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8376068376068376,0.7393162393162394,0.6415094339622642,0.5013623978201636
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.7733516483516484,0.6854395604395604,0.3702290076335878,0.3136373367587241
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.8888888888888888,0.8245614035087719,0.6685032139577594,0.5382538253825382
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.6914893617021277,0.648936170212766,0.11219671063344738,0.057286126728460784
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7743055555555556,0.75,0.4098360655737705,0.37178865729520116
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.7978142076502732,0.7650273224043715,0.41889804325437685,0.42779232111692844
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.43636363636363634,0.43636363636363634,0.07763051122531783,0.07763051122531783
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.75,0.7777777777777778,0.5290697674418605,0.5752212389380531
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8411214953271028,0.8130841121495327,0.610575893812888,0.5369969710082215
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5419354838709678,0.4064516129032258,0.08497547185499299,-0.1830097892815663
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7657004830917874,0.7004830917874396,0.40274844581932834,0.36296627205718124
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7231121281464531,0.5881006864988558,0.3124910610965922,0.1775235784939041
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7373737373737375,0.6464646464646465,0.2519616390584133,0.15754923413566735
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8109965635738832,0.711340206185567,0.5189793526282571,0.3844061650045332
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8376068376068376,0.7393162393162394,0.6415094339622642,0.5013623978201636
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.7733516483516484,0.6854395604395604,0.3702290076335878,0.3136373367587241
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.8888888888888888,0.8245614035087719,0.6685032139577594,0.5382538253825382
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.6914893617021277,0.648936170212766,0.11219671063344738,0.057286126728460784
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7743055555555556,0.75,0.4098360655737705,0.37178865729520116
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.7978142076502732,0.7650273224043715,0.41889804325437685,0.42779232111692844
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.43636363636363634,0.43636363636363634,0.07763051122531783,0.07763051122531783
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.75,0.7777777777777778,0.5290697674418605,0.5752212389380531
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8411214953271028,0.8130841121495327,0.610575893812888,0.5369969710082215
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5419354838709678,0.4064516129032258,0.08497547185499299,-0.1830097892815663
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.8188405797101449,0.7367149758454106,0.45539692005472343,0.3952721717455978
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7482837528604119,0.6109839816933639,0.3462887915794054,0.1974548440065682
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7794612794612794,0.6902356902356902,0.3154394299287411,0.2093750000000001
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8419243986254296,0.7560137457044673,0.558916567813365,0.4441933661528529
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8034188034188035,0.7606837606837606,0.5490196078431373,0.5254237288135593
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.820054945054945,0.7760989010989011,0.3931171409662475,0.4257674886763966
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.9005847953216374,0.8187134502923976,0.6960158945937467,0.5279187817258884
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.75,0.6861702127659575,0.16892400300978183,0.104906391220142
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7916666666666666,0.8229166666666666,0.354066985645933,0.47617689015691866
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.8333333333333334,0.7923497267759563,0.45463872196980804,0.4433237271853986
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.38181818181818183,0.4909090909090909,0.061480552070263705,0.09650924024640661
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.5,0.5,0.16709511568123403,0.16709511568123403
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.7757009345794392,0.7850467289719625,0.5071017274472169,0.4839589012371567
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5096774193548387,0.38064516129032255,0.020944148936170248,-0.23403549510698296
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.855072463768116,0.8381642512077294,0.4847542003733666,0.5615377319717998
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.8077803203661327,0.6819221967963387,0.43472235054975517,0.2686060372542173
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7946127946127947,0.7070707070707071,0.34280117531831533,0.2313253012048193
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8797250859106529,0.7938144329896907,0.6388682055100521,0.5015416238437822
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8034188034188035,0.7777777777777778,0.5490196078431373,0.5593220338983051
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.8021978021978022,0.782967032967033,0.23126787416587224,0.31969860064585576
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.9064327485380118,0.8187134502923976,0.710292249047014,0.5279187817258884
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.7446808510638298,0.7021276595744681,-0.08435472242249453,-0.14409910888937194
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7986111111111112,0.8263888888888888,0.3668890236506974,0.4830557151062608
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.8442622950819673,0.7978142076502732,0.479724674547359,0.4533785420198595
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.41818181818181815,0.5272727272727272,0.07197469021882419,0.11097295617034497
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.4166666666666667,0.3888888888888889,0.0643564356435643,0.0317848410757946
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8130841121495327,0.794392523364486,0.5731950538492221,0.501271186440678
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5161290322580645,0.3870967741935484,0.03374615576427564,-0.22128224268060048
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7342995169082126,0.6714975845410628,0.3730208993033566,0.329666404743196
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.6933638443935927,0.5606407322654462,0.2761860028182245,0.1552324761885584
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7289562289562289,0.6380471380471381,0.23958780592528994,0.14836154123154477
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.5567010309278351,0.4020618556701031,0.22572860590309995,0.11568689091480655
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8589743589743589,0.7307692307692306,0.691588785046729,0.4878048780487805
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.6936813186813187,0.5714285714285714,0.2930253623188406,0.1952095808383234
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.7192982456140351,0.5614035087719298,0.3806217929369152,0.2210750075918616
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.6914893617021277,0.648936170212766,0.11219671063344738,0.057286126728460784
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7743055555555556,0.7465277777777777,0.4166043380703066,0.36659436008676793
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.6366120218579235,0.6174863387978142,0.21937842778793426,0.2559679386652727
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.2727272727272727,0.38181818181818183,0.03529927647445752,0.061480552070263705
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.4166666666666667,0.3611111111111111,0.0643564356435643,0.0
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8411214953271028,0.8691588785046729,0.5844185515193054,0.6538817005545287
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.567741935483871,0.5032258064516129,0.13595141026707713,0.010118603300986906
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7463768115942029,0.6908212560386473,0.3694699892663398,0.35155772007537744
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7139588100686499,0.5789473684210527,0.300925274190865,0.16990481696364046
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7154882154882155,0.6313131313131313,0.22054507337526208,0.14117647058823535
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.7697594501718213,0.6701030927835051,0.45253137899081786,0.3356164383561644
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8461538461538461,0.7393162393162394,0.6603773584905661,0.5013623978201636
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.739010989010989,0.6167582417582418,0.34052311887938513,0.23859649122807025
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.8304093567251462,0.6783625730994152,0.5488126649076517,0.33226837060702885
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.7393617021276595,0.7021276595744681,-0.0925047438330171,-0.14409910888937194
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.7951388888888888,0.8194444444444444,0.36917136917136917,0.4693877551020408
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.76775956284153,0.6994535519125683,0.40009256045354613,0.35654008438818574
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.509090909090909,0.5272727272727272,0.103531542408693,0.11097295617034497
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.4722222222222222,0.4722222222222222,0.13197969543147192,0.13197969543147192
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8317757009345794,0.8411214953271028,0.5919491525423729,0.5935195530726257
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5161290322580645,0.3870967741935484,0.03342479421302069,-0.22128224268060048
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7753623188405797,0.7053140096618358,0.39680401065329785,0.35970183311782167
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7368421052631579,0.6018306636155606,0.33054922804353337,0.18932577082178348
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.7508417508417508,0.6565656565656566,0.26798561151079137,0.16888888888888887
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8006872852233677,0.7010309278350515,0.5015062909799752,0.37167746258655343
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.8162393162393162,0.7564102564102565,0.5878594249201278,0.5263157894736843
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.8049450549450551,0.754120879120879,0.39803179409538225,0.4050332383665717
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.8888888888888888,0.8187134502923976,0.6685032139577594,0.5279187817258884
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.6914893617021277,0.648936170212766,0.11219671063344738,0.057286126728460784
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.8194444444444444,0.8229166666666666,0.4893617021276595,0.49601976393082625
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.8278688524590164,0.7896174863387978,0.44808272296423945,0.43835944039220376
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.4090909090909091,0.43636363636363634,0.06925279875032553,0.07763051122531783
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.5833333333333334,0.5833333333333334,0.27807486631016043,0.27807486631016043
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.8691588785046729,0.8411214953271028,0.6826271186440678,0.610575893812888
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5290322580645161,0.39354838709677425,0.05920013303400684,-0.20852687458526864
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.857487922705314,0.8091787439613527,0.4903392730459458,0.5009308145390179
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.7986270022883294,0.6933638443935927,0.4241389637616053,0.28163796064576274
SelectModel=T15_OneByOne_Select=20161223_6_1.csv,0.8013468013468014,0.734006734006734,0.3555114200595829,0.2691337258200168
SelectModel=T15_OneByOne_Select=20161223_6_3.csv,0.8969072164948453,0.8213058419243987,0.6436443791329904,0.5478666188598065
SelectModel=T15_OneByOne_Select=20161226_1_1.csv,0.7905982905982905,0.7735042735042735,0.5148514851485149,0.5470085470085471
SelectModel=T15_OneByOne_Select=20161226_4_1.csv,0.7939560439560439,0.7815934065934066,0.1193122247850702,0.2286902286902287
SelectModel=T15_OneByOne_Select=20161226_4_2.csv,0.935672514619883,0.8421052631578947,0.787433608317324,0.570631451687901
SelectModel=T15_OneByOne_Select=20161227_2_1.csv,0.776595744680851,0.7393617021276595,-0.030540328895849678,-0.0925047438330171
SelectModel=T15_OneByOne_Select=20161227_2_3.csv,0.78125,0.8263888888888888,0.2874646559849199,0.4830557151062608
SelectModel=T15_OneByOne_Select=20161227_5_1.csv,0.8387978142076503,0.8469945355191257,0.40541880059474633,0.5438034188034188
SelectModel=T15_OneByOne_Select=20180320_1_3.csv,0.35454545454545455,0.4090909090909091,0.05425042383143608,0.06925279875032553
SelectModel=T15_OneByOne_Select=20180320_2_1.csv,0.5277777777777778,0.5277777777777778,0.2031250000000001,0.2031250000000001
SelectModel=T15_OneByOne_Select=20180320_2_2.csv,0.7383177570093457,0.7196261682242989,0.4556686046511629,0.40621531631520524
SelectModel=T15_OneByOne_Select=sample1_8_4.csv,0.5548387096774193,0.4000000000000001,0.11060291060291061,-0.19576939029448348
SelectModel=T15_OneByOne_Select=20161223_1_1.csv,0.7318840579710145,0.6690821256038647,0.36978523821278697,0.3270129808490946
SelectModel=T15_OneByOne_Select=20161223_1_2.csv,0.6933638443935927,0.5606407322654462,0.2761860028182245,0.1552324761885584
